name,id,boe-occ-no,date-occ-issued,purpose,first-year-qualified
"Inspiration Television, Inc. ",FOREIGN ,17616,7/14/05,Religious ,4-Mar
"Inspire Life Skills Training, Inc. ",2680885,22181,1/11/11,Charitable ,11-Oct
Institute De L'Union-Chretienne De St. Chaumond ,2117728,11763,7/19/11,Religious ,7-Jun
Institute For Applied Biomedicine ,1995874,6502,12/11/03,Charitable ,Unavl
"Institute for Arts and Culture, Inc. ",3110379,22768,8/30/11,Charitable ,12-Nov
Institute for Bilingual Education ,935032,6503,12/11/03,Charitable ,Unavl
Institute for Black Parenting ,1322282,18630,10/1/10,Charitable ,7-Jun
Institute for Cancer and Blood Research ,384717,6505,12/11/03,Charitable ,Unavl
"Institute for Canine Studies, The ",3053763,23232,5/29/12,Charitable ,12-Nov
"Institute For College Access And Success, Inc. ",2659681,20207,9/24/08,Charitable ,6-May
"Institute for Educational Advancement, The ",2089736,15507,12/11/03,Charitable ,Unavl
"Institute for Effective Education, The ",662296,6509,12/11/03,Charitable ,Unavl
Institute for Environmental Entrepreneurship ,2208597,18766,5/17/12,Charitable ,11-Oct
Institute for Family & Community Relations ,2114196,19450,1/8/07,Charitable ,7-Jun
Institute for Healthcare Advancement ,1801893,17596,9/2/05,Charitable ,4-Mar
"Institute for Human and Social Development, Inc. ",1229984,6514,12/11/03,Charitable ,Unavl
Institute for Leadership Development and Education ,2144450,20817,10/16/08,Charitable ,8-Jul
"Institute for Molecular Medicine, Inc. ",FOREIGN ,18163,4/27/06,Scientific ,3-Feb
Institute for Public Strategies ,1822784,6511,12/11/03,Charitable ,Unavl
Institute for the Redesign of Learning ,740052,6521,12/11/03,Charitable ,Unavl
"Institute of Child Language and Phonology, Inc. ",774529,6524,12/11/03,Charitable ,Unavl
"Institute of Classical Architecture & Classical America - Northern California Chapter, The ",1186752,18517,7/28/08,Charitable ,7-Jun
Institute of Critical Care Medicine ,753665,18644,6/12/07,Scientific ,6-May
"Institute of Human Behavior, Research and Education ",642345,6529,12/11/03,Charitable ,Unavl
Institute of Japanese Studies ,1214562,6532,12/11/03,Religious ,Unavl
Institute of Jewish Education ,199938,6533,12/11/03,Religious ,Unavl
Institute of Mentalphysics ,160038,6535,12/11/03,Religious ,Unavl
Institute of Noetic Sciences ,671726,6537,8/10/04,Charitable ,00-01
Institute of Reformed Baptist Studies ,1264690,16049,12/11/03,Religious ,Unavl
Institute of the Americas ,1059819,6539,12/11/03,Charitable ,Unavl
"Institute of the Blessed Virgin Mary (Loretto Sisters), The ",FOREIGN ,6540,12/11/03,Religious ,Unavl
Institute of World Culture ,697764,6543,12/11/03,Charitable ,Unavl
Institute on Aging ,1271817,15193,12/11/03,Charitable ,Unavl
Instituto Evangelico ,380636,6544,12/11/03,Religious ,Unavl
Instituto Familiar De La Raza ,896531,6545,12/11/03,Charitable ,Unavl
"Integral Yoga Institute of California, Inc. ",610898,6546,12/11/03,Religious ,Unavl
"Integrated Community Builders, Inc. ",1710376,6547,12/11/03,Charitable ,Unavl
Integrated Community Services ,1833598,6548,12/11/03,Charitable ,Unavl
Integrated Employment and Community Enterprises ,1658959,6549,12/11/03,Charitable ,Unavl
Integrated Recovery Network ,3317476,22700,7/27/11,Charitable ,12-Nov
"Integrated Rehabilitation Therapies, Inc. ",2676118,19058,6/7/06,Charitable ,7-Jun
INTELECOM Intelligent Telecommunications ,1033335,6550,12/11/03,Charitable ,Unavl
Inter Friendship House Association ,1641593,6551,12/11/03,Charitable ,Unavl
Inter-Agency Council ,1703767,18881,4/27/06,Charitable ,5-Apr
"Intercept, Inner City Family Outreach ",3080153,22057,6/22/10,Religious ,10-Sep
Intercessory Prayer Team ,2517508,17015,4/27/04,Charitable ,4-Mar
"Intercity Fellowship Hall, Inc. ",670067,6560,12/11/03,Charitable ,Unavl
"Inter-City Services, Inc. ",1181587,6552,12/11/03,Charitable ,Unavl
Intercommunity Blind Center ,534746,6561,12/11/03,Charitable ,Unavl
"Intercommunity Care Centers, Inc. ",499152,6562,12/11/03,Charitable ,Unavl
Intercommunity Child Guidance Center Foundation ,2165282,18684,5/24/06,Charitable ,6-May
"Intercommunity Counseling Center, Inc. ",761606,18329,7/22/05,Charitable ,6-May
"Intercontinental Affordable Housing, Inc. ",1212166,14130,9/2/10,Charitable ,11-Oct
Interdenominational Community Development Corporation ,1885489,6565,12/11/03,Charitable ,Unavl
Interdenominational Ministries International ,1138782,6566,12/11/03,Religious ,Unavl
Interface Children & Family Services ,734437,6567,2/14/11,Charitable ,12-Nov
Interfaith Community Social Services ,1621967,21738,8/9/10,Charitable ,10-Sep
Interfaith Council of Contra Costa County ,405099,6570,12/11/03,Religious ,Unavl
Interfaith Food Ministry of Nevada County ,1596767,6572,12/11/03,Charitable ,Unavl
Interfaith Housing Development Corporation ,1849173,6573,12/11/03,Charitable ,Unavl
Interfaith Housing Foundation ,635129,6574,12/11/03,Charitable ,Unavl
"Interfaith Housing, Inc. ",559951,6575,12/11/03,Charitable ,Unavl
"Interfaith Ministries of Greater Modesto, Inc. ",457160,6576,12/11/03,Charitable ,Unavl
Interfaith Service Bureau ,91172,6578,12/11/03,Religious ,Unavl
"Interfaith Sharing, Inc. ",1886416,6579,12/11/03,Charitable ,Unavl
Interfaith Shelter Network of San Diego ,597505,4091,9/30/10,Charitable ,12-Nov
"Interfaith Shelter Network, Inc. ",1801115,17891,8/18/05,Charitable ,5-Apr
Inter-Group Assoc and Central Service Board of AA in the San Gabriel Valley Area ,758808,6554,12/11/03,Charitable ,Unavl
"Intergroup Central Office of Santa Clara County, Inc. ",729481,6581,12/11/03,Charitable ,Unavl
Interhealth Corp. ,1043657,6582,12/11/03,Charitable ,Unavl
"Interim, Inc. ",752411,6583,12/11/03,Charitable ,Unavl
"International Aids Vaccine Initiative, Inc. ",2436872,22720,4/22/13,Charitable ,12-Nov
International Art Museum of America ,3265397,22732,6/20/11,Charitable ,12-Nov
International Bird Rescue Research Center ,622884,19351,1/22/07,Charitable ,4-Mar
International Buddhist Monastic Institute Phat-Hoc-Vien Quoc-Te ,1050780,15332,6/26/13,Religious ,6-May
International Buddhist Progress Society ,894058,6587,12/11/03,Religious ,Unavl
"International Center For Earth Concerns, Inc. ",FOREIGN ,6588,12/11/03,Charitable ,Unavl
International Child Resource Institute ,1085046,6589,12/11/03,Charitable ,Unavl
"International Children Assistance Network, Inc. ",2227778,20691,9/4/08,Charitable ,2-Jan
International Christian Adoptions ,1664688,6591,12/11/03,Charitable ,Unavl
International Christian Center ,2135217,18957,6/7/06,Religious ,6-May
International Christian Preschool ,2458255,17630,4/18/05,Religious ,5-Apr
"International Christian Worship Center, Inc. ",2789918,19890,9/4/07,Religious ,8-Jul
International Church Missions ,1740495,24095,4/6/14,Religious ,11-Oct
International Church of the Foursquare Gospel ,126840,6594,12/11/03,Religious ,Unavl
International Community Foundation ,1566710,17640,6/6/08,Charitable ,4-Mar
International Community of Khmer Buddhist Monks Center ,2714277,21232,8/19/14,Religious ,11-Oct
International Diplomacy Council ,269583,16210,6/30/04,Charitable ,2-Jan
International Education and Welfare Society ,1972723,17893,1/11/11,Charitable ,5-Apr
International Evangelical Church Los Angeles Ministry ,2920308,22895,1/13/12,Religious ,12-Nov
International Family Christian Church ,2807224,23096,2/21/12,Religious ,10-Sep
International Guadiya Vedanta Society ,2269243,21865,1/3/11,Religious ,4-Mar
"International Guiding Eyes, Inc. ",2294490,6602,12/11/03,Charitable ,Unavl
"International Hotel Senior Housing, Inc. ",1930312,18991,12/8/08,Charitable ,7-Jun
International House of Prayer ,2628321,17904,3/10/05,Religious ,6-May
"International House, Davis ",1019666,6605,12/11/03,Charitable ,Unavl
International Hubbard Ecclesiastical League of Pastors ,1163280,6606,12/11/03,Religious ,Unavl
"International Institute of Los Angeles, Inc. ",164354,6609,12/11/03,Charitable ,Unavl
"International Institute of the Bay Area, The ",206911,6610,7/31/07,Charitable ,9-Aug
International Interns Inc. ,1268522,14921,12/11/03,Religious ,Unavl
International Medical Corps ,1317591,6612,12/11/03,Charitable ,Unavl
International Myeloma Foundation ,1674470,18472,9/28/05,Charitable ,6-May
International Pemphigus  Pemphigoid Foundation ,1911583,20301,2/27/08,Charitable ,8-Jul
"International Rescue Committee, Inc. ",FOREIGN ,6620,12/11/03,Charitable ,Unavl
International Rivers Network ,1523366,22743,6/11/12,Charitable ,11-Oct
International Sangha Bhiksu Buddhist Association ,1028298,18676,7/3/07,Religious ,4-Mar
"International Sangha Buddhist Congregation, Inc. ",3445247,23615,8/14/15,Religious ,13-14
International School of the Peninsula ,923752,6622,12/11/03,Charitable ,Unavl
International Seafarers Center of Long Beach ,1295923,6624,12/11/03,Charitable ,Unavl
International Sephardic Educational and Cultural Center in Jerusalem ,2193803,22041,3/2/11,Religious ,11-Oct
International Society for Krishna Consciousness of California ,758146,6625,12/11/03,Religious ,Unavl
"International Society for Krishna Consciousness of the Bay Area, Inc. ",761616,6626,12/11/03,Religious ,Unavl
"International Spine Intervention Society, Inc. ",1828549,19345,9/11/07,Charitable ,5-Apr
International Sports Leadership ,1918607,15125,12/11/03,Religious ,Unavl
International Sustainable Systems Research Center ,2514118,20509,1/22/09,Charitable ,9-Aug
International Tiberias Assembly of God Church of Ontario ,3008081,20977,12/12/08,Religious ,9-Aug
"International Trade Education Programs, Inc. ",2847449,23951,12/31/13,Charitable ,8-Jul
Internet Archive ,1965397,21717,12/2/10,Charitable ,10-Sep
"Internet Solutions for Kids, Inc. ",2546788,20503,9/10/10,Charitable ,8-Jul
"Interplast, Inc. ",679458,6635,12/11/03,Charitable ,Unavl
Interreligious Council of Oakland ,1546012,6636,12/11/03,Religious ,Unavl
Intersection ,482485,6637,12/11/03,Religious ,Unavl
"Inter-Tribal Council of California, Inc. ",558179,6556,12/11/03,Charitable ,Unavl
Intertribal Friendship House ,345166,6638,12/11/03,Charitable ,Unavl
InterTribal Sinkyone Wilderness Council ,119478,6639,12/11/03,Charitable ,Unavl
Interval House ,962895,6640,12/11/03,Charitable ,Unavl
InterVarsity Christian Fellowship/USA ,896254,6557,4/24/07,Religious ,8-Jul
"Inverness Foundation, The ",505080,6641,12/11/03,Charitable ,Unavl
"Inyo-Mono Advocates for Community Action, Inc. ",986130,6642,12/11/03,Charitable ,Unavl
Inyo-Mono Association for the Handicapped ,683600,6643,12/11/03,Charitable ,Unavl
Iowa Street Interfaith Housing Corporation ,647005,3775,4/28/15,Charitable ,16-17
"Iranian American Jewish Center, The ",2113369,19051,2/16/07,Religious ,5-Apr
Iranian Jewish Senior Center ,1329076,17691,6/20/05,Charitable ,3-Feb
Iris Ministries ,1754488,22766,2/6/13,Religious ,9-Aug
Iron Triangle Cultural Center ,3212636,22023,9/13/10,Charitable ,11-Oct
Irvine Child Development Center Operating Corporation ,1616570,6649,12/11/03,Charitable ,Unavl
Irvine Coast Christian School ,1057260,6651,12/11/03,Charitable ,Unavl
Irvine Community Land Trust ,2859784,20917,10/26/11,Charitable ,9-Aug
Irvine Community Nursery School ,688001,18243,6/15/05,Charitable ,4-Mar
Irvine Historical Society ,894416,14959,12/11/03,Charitable ,Unavl
Irvine Onnuri Church ,2475998,18347,8/25/05,Religious ,4-Mar
Irvine Public Schools Foundation ,1792451,6656,12/11/03,Charitable ,Unavl
Irwin Way LLC ,2.01217E+11,23735,9/6/13,Charitable ,13-14
"I-Safe, Inc. ",2292500,16159,3/4/11,Charitable ,11-Oct
"Isaiah House of Los Angeles, Inc. ",2691551,21915,6/17/10,Charitable ,10-Sep
Ischemia Research and Education Foundation ,1419821,6660,12/11/03,Charitable ,Unavl
"Isla Vista Youth Projects, Inc. ",769220,6662,12/11/03,Charitable ,Unavl
"Islamic Center Of Irvine, Inc. ",2385433,20001,6/15/09,Religious ,5-Apr
Islamic Center of Mid-Cities ,2198580,21544,1/4/10,Religious ,9-Aug
"Islamic Center of San Diego, Inc. ",1690108,6663,12/11/03,Religious ,Unavl
Islamic Center of Southern California ,275190,6664,12/11/03,Religious ,Unavl
Islamic Society of Placer County (ISPC) ,2719220,23462,2/25/13,Religious ,12-Nov
"Islamic Society of San Francisco, The ",1520636,6669,12/11/03,Religious ,Unavl
Islamic Society Of Santa Rosa ,UNKNOWN ,20083,4/9/08,Religious ,5-Apr
Island Conservation ,2012314,23373,7/15/14,Charitable ,12-Nov
Isleton Brannan-Andrus Historical Society ,1812062,25028,6/25/15,Charitable ,14-15
Israel Emergency Alliance ,2370348,22580,2/5/13,Charitable ,12-Nov
Italian Cultural Society ,1088038,6670,12/11/03,Charitable ,Unavl
"Italian Gardens, Inc. ",2104958,18509,10/13/05,Charitable ,5-Apr
Ivie League Christian Preschool ,1825546,16533,9/2/04,Charitable ,4-Mar
Ivy Glen Housing Corporation ,1494663,6675,12/11/03,Charitable ,Unavl
Ivy Hill Development Corporation ,1998863,6676,12/11/03,Charitable ,Unavl
"IWA, Inc. ",1055895,6677,12/11/03,Religious ,Unavl
"J. Craig Venter Institute, Inc. ",2894826,23556,7/10/15,Charitable ,12-Nov
"J. David Gladstone Institutes, The ",TRUST ,6678,12/11/03,Charitable ,Unavl
J. Paul Getty Trust ,TRUST ,6679,12/11/03,Charitable ,Unavl
J.C. Properties Trust ,TRUST ,14481,12/11/03,Charitable ,Unavl
J.E. Wall Victoria Manor Corporation ,1637109,6681,12/11/03,Charitable ,Unavl
"J.F. Shea Therapeutic Riding Center, Inc. ",900889,5168,5/26/05,Charitable ,4-Mar
J.H. Ranch Mountain Resort ,2086795,19785,10/25/07,Religious ,7-Jun
"Jack and Buena Foundation, The ",3106239,24408,4/4/14,Charitable ,10-Sep
Jack and Jill Preschool ,306021,6683,12/11/03,Charitable ,Unavl
"Jack Capon Villa, LLC ",2.01225E+11,23984,3/18/14,Charitable ,13-14
Jack Douglas Center ,637417,6684,12/11/03,Charitable ,Unavl
"Jack London Foundation, Inc. ",1055651,6686,12/11/03,Charitable ,Unavl
"Jackie Robinson Post No. 252, The American Legion ",1131549,22267,10/28/10,Charitable ,7-Jun
Jackson Arthritis Center ,2124357,15249,12/11/03,Charitable ,Unavl
"Jackson Laboratory, The  dba The Jackson Laboratory, West ",2230073,17765,5/26/10,Charitable ,10-Sep
Jacobs & Cushman San Diego Food Bank ,2801904,21375,11/29/12,Charitable ,13-Dec
"Jacobs & Cushman San Diego Food Bank Building, LLC, The ",2.01121E+11,23580,2/13/14,Charitable ,13-Dec
Jacobs Center for Neighborhood Innovation ,1947290,21283,1/11/10,Charitable ,9-Aug
Jacoby Creek Land Trust ,1807495,6691,12/11/03,Charitable ,Unavl
"Jagged Lines of Imagination Academy,Inc. ",3164547,21778,3/3/11,Charitable ,11-Oct
"Jain Center of Northern California, Inc., The ",1975175,6693,12/11/03,Religious ,Unavl
Jain Center of Southern California ,1883695,18838,3/29/06,Religious ,5-Apr
Jain Temple of Los Angeles ,3423513,24500,8/12/14,Religious ,14-15
"Jamboree Holdings, LLC ",2.00629E+11,19615,3/30/07,Charitable ,8-Jul
Jamboree Housing Corporation ,1513004,6694,12/11/03,Charitable ,Unavl
James Academics & Development Corp. ,1790082,15026,12/11/03,Charitable ,Unavl
"James Irvine Foundation, The ",169758,6695,12/11/03,Charitable ,Unavl
"James McDermott Post 172, The American Legion ",176626,6696,12/11/03,Charitable ,Unavl
James One 27 ,2315302,20485,7/11/08,Charitable ,9-Aug
James S. Bower Foundation ,1643752,19714,7/14/08,Charitable ,7-Jun
"Jamesburg School, Inc., The ",907993,6697,12/11/03,Charitable ,Unavl
Jamil Islamic Center of California ,1845608,6698,12/11/03,Religious ,Unavl
"Jan Peterson Child Day Care Center, Inc. ",2497370,17532,9/30/04,Charitable ,5-Apr
Jan Ying Benevolent Association of Los Angeles ,1071191,14857,12/11/03,Charitable ,Unavl
"Janet Pomeroy Center, The ",285214,10282,3/19/07,Charitable ,7-Jun
"Janus Foundation, Inc. ",1814425,6700,12/11/03,Charitable ,Unavl
Janus of Santa Cruz ,1078878,6701,12/11/03,Charitable ,Unavl
Japan Pacific Resource Network ,1620014,6702,12/11/03,Charitable ,Unavl
Japanese American Citizens League ,171865,6705,12/11/03,Charitable ,Unavl
"Japanese American Citizens League, San Jose Chapter ",634153,6707,9/24/13,Charitable ,12-Nov
Japanese American Cultural and Community Center ,633407,6708,12/11/03,Charitable ,Unavl
Japanese American Historical Society of San Diego ,1817667,19754,5/29/07,Charitable ,8-Jul
Japanese American Museum of San Jose ,1639366,6712,4/23/07,Charitable ,8-Jul
Japanese American National Museum ,1332836,6709,12/11/03,Charitable ,Unavl
Japanese American Religious and Cultural Center ,640209,6710,12/11/03,Religious ,Unavl
Japanese American Religious Federation Housing ,589609,6711,12/11/03,Charitable ,Unavl
Japanese Christian Fellowship Network ,2655237,17742,12/14/05,Religious ,5-Apr
"Japanese Community Health, Inc. ",1494144,6715,12/11/03,Charitable ,Unavl
Japanese Community Youth Council ,599260,6717,12/11/03,Charitable ,Unavl
Japanese Cultural and Community Center of Northern California ,675370,6718,12/11/03,Charitable ,Unavl
Japanese Evangelical Missionary Society ,255075,6719,12/11/03,Religious ,Unavl
Japanese Friendship Garden Society of San Diego ,1014667,6720,12/11/03,Charitable ,Unavl
Japanese Home for the Aged ,726425,6721,12/11/03,Charitable ,Unavl
Japanese Institute of Sawtelle ,136301,6722,12/11/03,Charitable ,Unavl
Japanese Language School Unified System ,375546,6723,12/11/03,Charitable ,Unavl
"Japanese-American Cultural Center of Vista, Inc. ",666597,9004,9/12/06,Charitable ,7-Jun
"Japantown Apartments, LLC ",2.01222E+11,25384,10/30/15,Charitable ,13-14
"Japan-U.S. Community Education and Exchange, Inc. ",2005928,6704,12/11/03,Charitable ,Unavl
"Jaron Ministries International, Inc. ",1847443,6724,12/11/03,Religious ,Unavl
Jarred Dezonia Foundation ,2331418,15384,12/11/03,Charitable ,Unavl
Jarvis Conservatory ,691567,6725,12/11/03,Charitable ,Unavl
"Jarvis Gardens Senior Apartments, Inc. ",2721152,19652,9/6/07,Charitable ,8-Jul
Jasper Ridge Farm ,3284201,24028,2/19/14,Charitable ,14-15
"Jaz Kidz, Inc. ",2882469,20365,5/15/08,Charitable ,8-Jul
"JCNI Trolley Partners, LLC ",2.01514E+11,25445,10/30/15,Charitable ,16-17
"Jeanne D'Arc Manor, Inc. ",918782,6728,12/11/03,Charitable ,Unavl
Jefferson Street Senior Housing Corporation ,2379976,17777,7/20/05,Charitable ,4-Mar
Jefferson Transitional Programs ,1689222,6730,12/11/03,Charitable ,Unavl
Jeffrey Foundation ,647323,6731,12/11/03,Charitable ,Unavl
"Jelani II, Incorporated ",2269095,18359,11/4/05,Charitable ,2-Jan
"Jelani, Inc. ",1830933,18431,11/4/05,Charitable ,00-01
Jen Chen Buddhism Sanger Mission ,1707674,6732,12/11/03,Religious ,Unavl
"Jene Wah, Inc. ",808713,6734,12/11/03,Charitable ,Unavl
"Jenesse Center, Inc. ",1000290,6735,12/11/03,Charitable ,Unavl
Jenifer Altman Foundation ,1520979,6736,12/11/03,Charitable ,Unavl
"Jennings Senior Housing, Inc. ",2719671,20170,7/9/08,Charitable ,9-Aug
Jeremiah's Promise ,2464101,20344,9/24/08,Charitable ,8-Jul
Jericho Project ,1897910,6737,12/11/03,Charitable ,Unavl
